CodigoContexto;CodigoFraccion;CodigoMuestra;CodigoTaxon;CodigoYacimiento;Conservacion;CulturaContexto;Divisor;Especie;esTaxonSQLFastUUID;Familia;FaseContexto;Fragmentos;Genero;GrupoTaxon;Identificacion;Individuos;LabelResto;ListaTerritorios;MultiFrag;MultiIndi;MultiNMI;Multiplicador;NMI;NombreCientifico;Observaciones;TAQContexto;TaxonAnalitica1;TaxonAnalitica1Etiqueta;TaxonAnalitica2;TaxonAnalitica2Etiqueta;TaxonAnalitica3;TaxonAnalitica3Etiqueta;TipoTaxon;TPQContexto
5061;f-2/1mm;5061-1;HOVUL;MF;Desecado;Bronce Inicial;4;Hordeum vulgare;1;Poaceae;I;17;Hordeum;Cereales;;;"Hordeum vulgare ; Endocarpio des.";;0;0;0;1;4,25;Hordeum vulgare;;-1200;44;adn;;;;;Endocarpio;-1800
5061;f-2/1mm;5061-1;TRADD;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum";1;Poaceae;I;1;Triticum;Cereales;;;"Triticum aestivum/durum ; Semilla carb.";;0;0;0;1;0,5;Triticum aestivum/durum;;-1200;;;;;;;Semilla;-1800
5061;f-2/1mm;5061-1;TRIT;MF;Carbonizado;Bronce Inicial;2;Triticum sp.;0;Poaceae;I;;Triticum;Cereales;;1;"Triticum sp. ; Semilla carb.";;0;1;1;1;1;Triticum sp.;;-1200;;;;;;;Semilla;-1800
5061;f-2/1mm;5061-1;HOTR;MF;Carbonizado;Bronce Inicial;2;"Hordeum
Triticum ";0;Poaceae;I;13;"Hordeum
Triticum";Cereales;;;"Hordeum/Triticum ; Semilla carb.";;0;0;0;1;6,5;Hordeum/Triticum;;-1200;;;;;;;Semilla;-1800
5061;f-2/1mm;5061-1;LOLI;MF;Carbonizado;Bronce Inicial;2;Lolium sp.;1;Poaceae;I;;Lolium;Silvestres;;3;"Lolium sp. ; Semilla carb.";;0;3;3;1;3;Lolium sp.;;-1200;;;;;;;Semilla;-1800
5061;f-2/1mm;5061-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;1;Indeterminata;Silvestres;;1;"Indeterminata ; Semilla carb.";;0;1;1;1;1,5;Indeterminata;;-1200;;;;;;;Semilla;-1800
7091;f-2/1mm;7091-1;TRADD;MF;Carbonizado;Bronce Inicial;4;"Triticum aestivum
Triticum durum";1;Poaceae;I;;Triticum;Cereales;;1;"Triticum aestivum/durum ; Semilla carb.";;0;1;1;1;1;Triticum aestivum/durum;;-1200;;;;;;;Semilla;-1800
5115;f-2/1mm;5115-1;TRAED;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum
Triticum compactum";1;Poaceae;I;;Triticum;Cereales;;11;"Triticum aestivum/durum/compactum ; Semilla carb.";;0;11;11;1;11;Triticum aestivum/durum/compactum;;-1200;;;;;;;Semilla;-1800
5115;f-2/1mm;5115-1;TRADD;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum";0;Poaceae;I;14;Triticum;Cereales;;;"Triticum aestivum/durum ; Semilla carb.";;0;0;0;1;7;Triticum aestivum/durum;;-1200;;;;;;;Semilla;-1800
5115;f-2/1mm;5115-1;HOTR;MF;Carbonizado;Bronce Inicial;2;"Hordeum
Triticum ";0;Poaceae;I;182;"Hordeum
Triticum";Cereales;;;"Hordeum/Triticum ; Semilla carb.";;0;0;0;1;91;Hordeum/Triticum;;-1200;;;;;;;Semilla;-1800
5115;f-2/1mm;5115-1;CHALB;MF;Carbonizado;Bronce Inicial;2;Chenopodium album;1;Amaranthaceae;I;;Chenopodium;Silvestres;;2;"Chenopodium album ; Semilla carb.";;0;2;2;1;2;Chenopodium album;;-1200;;;;;;;Semilla;-1800
5115;f-2/1mm;5115-1;LITH;MF;Carbonizado;Bronce Inicial;2;Lithospermum sp.;1;Boraginaceae;I;;Lithospermum;Silvestres;;2;"Lithospermum sp. ; Semilla carb.";;0;2;2;1;2;Lithospermum sp.;;-1200;;;;;;;Semilla;-1800
5115;f-2/1mm;5115-1;LOTEM;MF;Carbonizado;Bronce Inicial;2;Lolium temulentum;1;Poaceae;I;;Lolium;Silvestres;cf;5;"Lolium temulentum cf ; Semilla carb.";;0;5;5;1;5;Lolium temulentum;;-1200;;;;;;;Semilla;-1800
5115;f-2/1mm;5115-1;LOLI;MF;Carbonizado;Bronce Inicial;2;Lolium sp.;0;Poaceae;I;;Lolium;Silvestres;;6;"Lolium sp. ; Semilla carb.";;0;6;6;1;6;Lolium sp.;;-1200;;;;;;;Semilla;-1800
5115;f-2/1mm;5115-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;1;Fagaceae;I;;Quercus;Frutos recolectados;;1;"Quercus sp. ; Cotidelones carb.";;0;1;1;1;1;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
5115;f-2/1mm;5115-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;1;Indeterminata;Silvestres;;;"Indeterminata ; Hoja carb.";;0;0;0;1;0,5;Indeterminata;;-1200;;;;;;;Hoja;-1800
5115;f-2/1mm;5115-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;1;Indeterminata;Silvestres;;;"Indeterminata ; Tallo: Fragmento carb.";;0;0;0;1;0,5;Indeterminata;;-1200;;;;;;;Tallo: Fragmento;-1800
5115;f-2/1mm;5115-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;5;Indeterminata;Silvestres;;;"Indeterminata ; Semilla carb.";;0;0;0;1;2,5;Indeterminata;;-1200;;;;;;;Semilla;-1800
5086;f-2/1mm;5086-1;HORD;MF;Carbonizado;Bronce Inicial;2;Hordeum sp.;0;Poaceae;I;;Hordeum;Cereales;;2;"Hordeum sp. ; Semilla carb.";;0;2;2;1;2;Hordeum sp.;;-1200;;;;;;;Semilla;-1800
5086;f-2/1mm;5086-1;HOVUL;MF;Carbonizado;Bronce Inicial;2;Hordeum vulgare;1;Poaceae;I;;Hordeum;Cereales;;1;"Hordeum vulgare ; Raquis: Nudo carb.";;0;1;1;1;1;Hordeum vulgare;;-1200;;;;;;;Raquis: Nudo;-1800
5086;f-2/1mm;5086-1;TRADD;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum";1;Poaceae;I;;Triticum;Cereales;;2;"Triticum aestivum/durum ; Semilla carb.";;0;2;2;1;2;Triticum aestivum/durum;;-1200;;;;;;;Semilla;-1800
5086;f-2/1mm;5086-1;HOTR;MF;Carbonizado;Bronce Inicial;2;"Hordeum
Triticum ";0;Poaceae;I;16;"Hordeum
Triticum";Cereales;;;"Hordeum/Triticum ; Semilla carb.";;0;0;0;1;8;Hordeum/Triticum;;-1200;;;;;;;Semilla;-1800
5086;f-2/1mm;5086-1;HEEUR;MF;Carbonizado;Bronce Inicial;2;Heliotropium europaeum;1;Boraginaceae;I;;Heliotropium;Silvestres;;1;"Heliotropium europaeum ; Semilla carb.";;0;1;1;1;1;Heliotropium europaeum;;-1200;;;;;;;Semilla;-1800
5086;f-2/1mm;5086-1;POACE;MF;Carbonizado;Bronce Inicial;2;Poaceae ;0;Poaceae;I;;Poaceae;Silvestres;;2;"Poaceae ; Semilla carb.";;0;2;2;1;2;Poaceae;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;TRIT;MF;Carbonizado;Bronce Inicial;2;Triticum sp.;1;Poaceae;I;1;Triticum;Cereales;;;"Triticum sp. ; Semilla carb.";;0;0;0;1;0,5;Triticum sp.;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;ASARV;MF;Carbonizado;Bronce Inicial;2;Asperula arvensis;1;Rubiaceae;I;;Asperula;Silvestres;;1;"Asperula arvensis ; Semilla carb.";;0;1;1;1;1;Asperula arvensis;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;ASPGA;MF;Carbonizado;Bronce Inicial;2;"Asperula
Galium ";0;Rubiaceae;I;;"Asperula
Galium";Silvestres;;3;"Asperula/Galium ; Semilla carb.";;0;3;3;1;3;Asperula/Galium;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;CHEN;MF;Carbonizado;Bronce Inicial;2;Chenopodium sp.;1;Amaranthaceae;I;;Chenopodium;Silvestres;;2;"Chenopodium sp. ; Semilla carb.";;0;2;2;1;2;Chenopodium sp.;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;FUOFF;MF;Carbonizado;Bronce Inicial;2;Fumaria officinalis;1;Papaveraceae;I;;Fumaria;Silvestres;;1;"Fumaria officinalis ; Semilla carb.";;0;1;1;1;1;Fumaria officinalis;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;LOTEM;MF;Carbonizado;Bronce Inicial;2;Lolium temulentum;1;Poaceae;I;;Lolium;Silvestres;cf;3;"Lolium temulentum cf ; Semilla carb.";;0;3;3;1;3;Lolium temulentum;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;POACE;MF;Carbonizado;Bronce Inicial;2;Poaceae ;0;Poaceae;I;;Poaceae;Silvestres;;2;"Poaceae ; Semilla carb.";;0;2;2;1;2;Poaceae;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;POAVI;MF;Carbonizado;Bronce Inicial;2;Polygonum aviculare;1;Polygonaceae;I;;Polygonum;Silvestres;;1;"Polygonum aviculare ; Semilla carb.";;0;1;1;1;1;Polygonum aviculare;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;POGON;MF;Carbonizado;Bronce Inicial;2;Polygonaceae ;0;Polygonaceae;I;6;Polygonaceae;Silvestres;;;"Polygonaceae ; Semilla carb.";;0;0;0;1;3;Polygonaceae;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;RUCRI;MF;Carbonizado;Bronce Inicial;2;Rumex crispus;1;Polygonaceae;I;;Rumex;Silvestres;cf;11;"Rumex crispus cf ; Semilla carb.";;0;11;11;1;11;Rumex crispus;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;TRGLA;MF;Carbonizado;Bronce Inicial;2;Trinia glauca;1;Apiaceae;I;;Trinia;Silvestres;;1;"Trinia glauca ; Semilla carb.";;0;1;1;1;1;Trinia glauca;;-1200;;;;;;;Semilla;-1800
5056;f-2/1mm;5056-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;3;Indeterminata;Silvestres;;;"Indeterminata ; Tallo: Fragmento carb.";;0;0;0;1;1,5;Indeterminata;;-1200;;;;;;;Tallo: Fragmento;-1800
5056;f-2/1mm;5056-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;;Indeterminata;Silvestres;;1;"Indeterminata ; Semilla carb.";;0;1;1;1;1;Indeterminata;;-1200;;;;;;;Semilla;-1800
5084;f-2/1mm;5084-1;TRADD;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum";1;Poaceae;I;;Triticum;Cereales;;15;"Triticum aestivum/durum ; Semilla carb.";;0;15;15;1;15;Triticum aestivum/durum;;-1200;;;;;;;Semilla;-1800
5084;f-2/1mm;5084-1;TRIT;MF;Carbonizado;Bronce Inicial;2;Triticum sp.;0;Poaceae;I;4;Triticum;Cereales;;1;"Triticum sp. ; Semilla carb.";;0;1;1;1;3;Triticum sp.;;-1200;;;;;;;Semilla;-1800
5084;f-2/1mm;5084-1;HOTR;MF;Carbonizado;Bronce Inicial;2;"Hordeum
Triticum ";0;Poaceae;I;22;"Hordeum
Triticum";Cereales;;;"Hordeum/Triticum ; Semilla carb.";;0;0;0;1;11;Hordeum/Triticum;;-1200;;;;;;;Semilla;-1800
5084;f-2/1mm;5084-1;LOTEM;MF;Carbonizado;Bronce Inicial;2;Lolium temulentum;1;Poaceae;I;;Lolium;Silvestres;cf;1;"Lolium temulentum cf ; Semilla carb.";;0;1;1;1;1;Lolium temulentum;;-1200;;;;;;;Semilla;-1800
5084;f-2/1mm;5084-1;POACE;MF;Carbonizado;Bronce Inicial;2;Poaceae ;0;Poaceae;I;3;Poaceae;Silvestres;;1;"Poaceae ; Semilla carb.";;0;1;1;1;2,5;Poaceae;;-1200;;;;;;;Semilla;-1800
5084;f-2/1mm;5084-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;7;Indeterminata;Silvestres;;;"Indeterminata ; Semilla carb.";;0;0;0;1;3,5;Indeterminata;;-1200;;;;;;;Semilla;-1800
8233;Manual;8233-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;8;"Quercus sp. ; Cotidelones carb.";;0;8;8;1;8;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8233;Manual;8233-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;1;Fagaceae;I;8;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;4;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8235;Manual;8235-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;125;Quercus;Frutos recolectados;;7;"Quercus sp. ; Semilla carb.";;0;7;7;1;69,5;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8235;Manual;8235-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;1;Fagaceae;I;;Quercus;Frutos recolectados;;94;"Quercus sp. ; Cotidelones carb.";;0;94;94;1;94;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8362;c-2/1mm;8362-1;HOVUL;MF;Carbonizado;Bronce Inicial;2;Hordeum vulgare;1;Poaceae;I;38;Hordeum;Cereales;;68;"Hordeum vulgare ; Semilla carb.";;0;68;68;1;87;Hordeum vulgare;;-1200;;;;;;;Semilla;-1800
8362;c-2/1mm;8362-1;TRADD;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum";1;Poaceae;I;;Triticum;Cereales;;4;"Triticum aestivum/durum ; Semilla carb.";;0;4;4;1;4;Triticum aestivum/durum;;-1200;;;;;;;Semilla;-1800
8362;c-2/1mm;8362-1;TRADD;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum";0;Poaceae;I;;Triticum;Cereales;;4;"Triticum aestivum/durum ; Raquis: Nudo carb.";;0;4;4;1;4;Triticum aestivum/durum;;-1200;;;;;;;Raquis: Nudo;-1800
8362;c-2/1mm;8362-1;TRIT;MF;Carbonizado;Bronce Inicial;2;Triticum sp.;0;Poaceae;I;3;Triticum;Cereales;;;"Triticum sp. ; Semilla carb.";;0;0;0;1;1,5;Triticum sp.;;-1200;;;;;;;Semilla;-1800
8362;c-2/1mm;8362-1;HOTR;MF;Carbonizado;Bronce Inicial;2;"Hordeum
Triticum ";0;Poaceae;I;224;"Hordeum
Triticum";Cereales;;;"Hordeum/Triticum ; Semilla carb.";;0;0;0;1;112;Hordeum/Triticum;;-1200;;;;;;;Semilla;-1800
8362;c-2/1mm;8362-1;POACE;MF;Carbonizado;Bronce Inicial;2;Poaceae ;0;Poaceae;I;;Poaceae;Silvestres;;1;"Poaceae ; Semilla carb.";;0;1;1;1;1;Poaceae;;-1200;;;;;;;Semilla;-1800
8070;f-2/1mm;8070-1;TRIT;MF;Carbonizado;Bronce Inicial;2;Triticum sp.;0;Poaceae;I;1;Triticum;Cereales;;;"Triticum sp. ; Semilla carb.";;0;0;0;1;0,5;Triticum sp.;;-1200;;;;;;;Semilla;-1800
8070;f-2/1mm;8070-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;25;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;12,5;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8070;f-2/1mm;8070-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;2;Indeterminata;Silvestres;;;"Indeterminata ; Fruto carb.";;0;0;0;1;1;Indeterminata;;-1200;;;;;;;Fruto;-1800
8070;f-2/1mm;8070-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;2;Indeterminata;Silvestres;;;"Indeterminata ; Semilla carb.";;0;0;0;1;1;Indeterminata;;-1200;;;;;;;Semilla;-1800
8128;f-5/4mm;8128-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;148;"Quercus sp. ; Cotidelones carb.";;0;148;148;1;148;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8128;f-5/4mm;8128-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;344;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;172;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8128;f-5/4mm;8128-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;1;Indeterminata;Silvestres;;;"Indeterminata ; Tallo: Fragmento carb.";;0;0;0;1;0,5;Indeterminata;;-1200;;;;;;;Tallo: Fragmento;-1800
8128;f-5/4mm;8128-1;TRADD;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum";0;Poaceae;I;;Triticum;Cereales;;4;"Triticum aestivum/durum ; Semilla carb.";;0;4;4;1;4;Triticum aestivum/durum;;-1200;;;;;;;Semilla;-1800
8128;f-5/4mm;8128-1;CEGEO;MF;Carbonizado;Bronce Inicial;2;Cenococcum geophyllum;1;Gloniaceae;I;;Cenococcum;Silvestres;;3;"Cenococcum geophyllum ; Semilla carb.";;0;3;3;1;3;Cenococcum geophyllum;;-1200;;;;;;;Semilla;-1800
8128;c-5/4mm;8128-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;40;"Quercus sp. ; Cotidelones carb.";;0;40;40;1;40;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8128;c-5/4mm;8128-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;1;Fagaceae;I;147;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;73,5;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8128;Manual;8128-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;11;Quercus;Frutos recolectados;;2;"Quercus sp. ; Semilla carb.";;0;0;0;;7,5;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8128;Manual;8128-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;35;"Quercus sp. ; Cotidelones carb.";;0;0;0;;35;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8070;f-5/4mm;8070-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;23;"Quercus sp. ; Cotidelones carb.";;0;23;23;1;23;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8070;f-5/4mm;8070-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;69;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;34,5;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8070;f-1mm FC;8070-1;TRADD;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum";1;Poaceae;I;;Triticum;Cereales;;2;"Triticum aestivum/durum ; Semilla carb.";;0;2;2;1;2;Triticum aestivum/durum;;-1200;;;;;;;Semilla;-1800
8070;f-1mm FC;8070-1;TRIT;MF;Carbonizado;Bronce Inicial;2;Triticum sp.;0;Poaceae;I;1;Triticum;Cereales;;1;"Triticum sp. ; Semilla carb.";;0;1;1;1;1,5;Triticum sp.;;-1200;;;;;;;Semilla;-1800
8070;f-1mm FC;8070-1;FUOFF;MF;Carbonizado;Bronce Inicial;2;Fumaria officinalis;1;Papaveraceae;I;;Fumaria;Silvestres;cf;1;"Fumaria officinalis cf ; Semilla carb.";;0;1;1;1;1;Fumaria officinalis;;-1200;;;;;;;Semilla;-1800
8070;f-1mm FC;8070-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;108;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;54;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8070;f-1mm FC;8070-1;TRIF;MF;Carbonizado;Bronce Inicial;2;Trifolium sp.;1;Fabaceae;I;;Trifolium;Silvestres;cf;2;"Trifolium sp. cf ; Semilla carb.";;0;2;2;1;2;Trifolium sp.;;-1200;;;;;;;Semilla;-1800
8070;f-1mm FC;8070-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;2;Indeterminata;Silvestres;;;"Indeterminata ; Tallo: Fragmento carb.";;0;0;0;1;1;Indeterminata;;-1200;;;;;;;Tallo: Fragmento;-1800
8070;c-5/4mm;8070-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;1;Fagaceae;I;;Quercus;Frutos recolectados;;184;"Quercus sp. ; Cotidelones carb.";;0;184;184;1;184;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8070;c-5/4mm;8070-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;105;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;52,5;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8070;c-5/4mm;8070-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;1;Indeterminata;Silvestres;;;"Indeterminata ; Tallo: Fragmento carb.";;0;0;0;1;0,5;Indeterminata;;-1200;;;;;;;Tallo: Fragmento;-1800
8128;f-2/1mm;8128-1;TRADD;MF;Carbonizado;Bronce Inicial;2;"Triticum aestivum
Triticum durum";1;Poaceae;I;;Triticum;Cereales;;8;"Triticum aestivum/durum ; Semilla carb.";;0;8;8;1;8;Triticum aestivum/durum;;-1200;;;;;;;Semilla;-1800
8128;f-2/1mm;8128-1;TRIT;MF;Carbonizado;Bronce Inicial;2;Triticum sp.;0;Poaceae;I;2;Triticum;Cereales;;;"Triticum sp. ; Semilla carb.";;0;0;0;1;1;Triticum sp.;;-1200;;;;;;;Semilla;-1800
8128;f-2/1mm;8128-1;HOTR;MF;Carbonizado;Bronce Inicial;2;"Hordeum
Triticum ";0;Poaceae;I;2;"Hordeum
Triticum";Cereales;;;"Hordeum/Triticum ; Semilla carb.";;0;0;0;1;1;Hordeum/Triticum;;-1200;;;;;;;Semilla;-1800
8128;f-2/1mm;8128-1;LOLI;MF;Carbonizado;Bronce Inicial;2;Lolium sp.;1;Poaceae;I;1;Lolium;Silvestres;;;"Lolium sp. ; Semilla carb.";;0;0;0;1;0,5;Lolium sp.;;-1200;;;;;;;Semilla;-1800
8128;f-2/1mm;8128-1;PILEN;MF;Carbonizado;Bronce Inicial;2;Pistacia lentiscus;1;Anacardiaceae;I;;Pistacia;Frutos recolectados;;12;"Pistacia lentiscus ; Semilla carb.";;0;12;12;1;12;Pistacia lentiscus;;-1200;;;;;;;Semilla;-1800
8128;f-2/1mm;8128-1;POACE;MF;Carbonizado;Bronce Inicial;2;Poaceae ;0;Poaceae;I;;Poaceae;Silvestres;;1;"Poaceae ; Semilla carb.";;0;1;1;1;1;Poaceae;;-1200;;;;;;;Semilla;-1800
8128;f-2/1mm;8128-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;2;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;1;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8128;f-2/1mm;8128-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;2;Indeterminata;Silvestres;;;"Indeterminata ; Tallo: Fragmento carb.";;0;0;0;1;1;Indeterminata;;-1200;;;;;;;Tallo: Fragmento;-1800
8128;f-2/1mm;8128-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;2;Indeterminata;Silvestres;;;"Indeterminata ; Semilla carb.";;0;0;0;1;1;Indeterminata;;-1200;;;;;;;Semilla;-1800
8070;Manual;8070-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;1;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;0,5;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8070;Manual;8070-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;2;"Quercus sp. ; Cotidelones carb.";;0;2;2;1;2;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8135;c-5/4mm;8135-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;19;"Quercus sp. ; Cotidelones carb.";;0;19;19;1;19;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8135;c-5/4mm;8135-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;33;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;16,5;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8135;f-5/4mm;8135-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;14;"Quercus sp. ; Cotidelones carb.";;0;14;14;1;14;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8135;f-5/4mm;8135-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;20;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;10;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8135;f-4mm C;8135-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;24;"Quercus sp. ; Cotidelones carb.";;0;24;24;1;24;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8135;f-4mm C;8135-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;1;Fagaceae;I;100;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;50;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8135;f-4mm C;8135-1;INDET;MF;Carbonizado;Bronce Inicial;2;Indeterminata ;0;Indeterminata;I;2;Indeterminata;Silvestres;;;"Indeterminata ; Tallo: Fragmento carb.";;0;0;0;1;1;Indeterminata;;-1200;;;;;;;Tallo: Fragmento;-1800
8233;c-5/4mm;8233-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;7;"Quercus sp. ; Cotidelones carb.";;0;7;7;1;7;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
8233;c-5/4mm;8233-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;13;Quercus;Frutos recolectados;;;"Quercus sp. ; Semilla carb.";;0;0;0;1;6,5;Quercus sp.;;-1200;;;;;;;Semilla;-1800
8235;f-5/4mm;8235-1;QUER;MF;Carbonizado;Bronce Inicial;2;Quercus sp.;0;Fagaceae;I;;Quercus;Frutos recolectados;;14;"Quercus sp. ; Cotidelones carb.";;0;14;14;1;14;Quercus sp.;;-1200;;;;;;;Cotidelones;-1800
